timestamp,phase,ram_mb,process_cpu_pct,system_cpu_pct,elapsed_sec
10:12:35,Start Pandas,154.44,0.0,2.0,0.2
10:12:54,End Pandas,163.09,0.0,1.0,19.17
10:12:55,Start Numba,163.09,0.0,1.0,19.37
10:12:59,End Numba,222.29,0.0,1.0,23.52
