atr_len_l,atr_len_s,atr_mult_l,atr_mult_s,roc_len_l,roc_len_s,roc_thresh_l,roc_thresh_s,sl_pct_l,sl_pct_s,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4,2024Q1,2024Q2,2024Q3,2024Q4,2025Q1,2025Q2,2025Q3,2025Q4,2026Q1,2026Q2,2026Q3,2022,2023,2024,2025,2022M1,2022M2,2022M3,2022M4,2022M5,2022M6,2022M7,2022M8,2022M9,2022M10,2022M11,2022M12,2023M1,2023M2,2023M3,2023M4,2023M5,2023M6,2023M7,2023M8,2023M9,2023M10,2023M11,2023M12,2024M1,2024M2,2024M3,2024M4,2024M5,2024M6,2024M7,2024M8,2024M9,2024M10,2024M11,2024M12,2025M1,2025M2,2025M3,2025M4,2025M5,2025M6,2025M7,2025M8,2025M9,2025M10,2025M11,2025M12,2026M1,2026M2,2026M3,2026M4,2026M5,2026M6,2026M7,2026M8,2026M9,2026M10,2026M11,Total,Total_DD
2,2,0.5,1.0,10,60,4.0,4.0,3.0,3.0,90.23299999999995,0.0,0.0,0.0,43.0,0.0,0.0,24.087999999999965,0.0,-27.800000000000068,-68.67000000000007,68.0,84.05200000000013,40.84299999999996,-115.4580000000002,21.123000000000047,-59.42500000000007,0.0,0.0,90.23299999999995,67.08799999999997,-28.47000000000014,73.82899999999995,0.0,-19.767000000000053,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,12.88799999999992,0.0,11.200000000000045,0.0,0.0,0.0,-53.700000000000045,0.0,25.899999999999977,0.0,-14.076000000000022,-54.59400000000005,68.0,0.0,0.0,27.5,96.30000000000007,-39.747999999999934,11.25,27.300000000000068,2.2929999999998927,-90.85500000000013,-24.603000000000065,0.0,46.700000000000045,-25.576999999999998,0.0,-26.04600000000005,-33.37900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.25499999999965,-55.60000000000002
2,2,1.0,0.5,10,60,4.0,5.0,3.0,3.0,-44.83800000000008,-58.23300000000006,0.0,0.0,129.09799999999996,0.0,0.0,51.547000000000025,0.0,0.0,-69.86400000000015,68.0,56.452,-45.207000000000335,-94.44900000000018,7.923000000000002,-108.21200000000022,0.0,0.0,-103.07100000000014,180.64499999999998,-1.8640000000001464,-53.02100000000053,0.0,-15.567000000000007,-29.271000000000072,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.09799999999996,0.0,0.0,0.0,0.0,0.0,0.0,-21.65300000000002,-25.65300000000002,73.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.192000000000007,-54.67200000000014,68.0,0.0,0.0,-26.687999999999988,105.39999999999998,-22.25999999999999,-32.283000000000015,71.57799999999997,-84.5020000000003,-69.84600000000012,-24.603000000000065,0.0,34.30000000000007,-26.377000000000066,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85.52300000000105,-41.39999999999998
3,3,0.5,0.5,10,60,4.0,4.0,3.0,4.0,81.93299999999999,0.0,0.0,0.0,52.16399999999999,0.0,0.0,8.899999999999977,0.0,6.2999999999999545,-32.644000000000005,68.0,118.34000000000003,45.75199999999984,-126.78399999999999,18.86399999999992,-84.03200000000004,0.0,0.0,81.93299999999999,61.063999999999965,41.65599999999995,78.43199999999979,0.0,-30.267000000000053,112.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,-9.300000000000068,0.0,18.200000000000045,0.0,0.0,0.0,6.2999999999999545,0.0,0.0,0.0,3.2240000000000464,-35.86800000000005,68.0,0.0,0.0,30.799999999999955,110.70000000000005,-23.159999999999968,5.076000000000022,43.19999999999993,-2.5240000000001146,-93.28800000000001,-32.21600000000001,-33.49599999999998,52.60000000000002,-33.736000000000104,0.0,-56.799999999999955,-27.232000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.05299999999966,-67.60000000000002
2,3,0.5,1.0,10,60,5.0,4.0,3.0,3.0,147.10000000000002,0.0,0.0,0.0,135.0999999999999,0.0,0.0,0.0,0.0,0.0,-68.67000000000007,120.0,143.11200000000008,31.798999999999978,-115.4580000000002,-25.911000000000058,-43.527000000000044,0.0,0.0,147.10000000000002,135.0999999999999,51.32999999999993,54.55099999999982,0.0,37.10000000000002,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.076000000000022,-54.59400000000005,120.0,0.0,0.0,0.0,87.0,56.11200000000008,9.905999999999949,63.500000000000114,-41.607000000000085,-90.85500000000013,-24.603000000000065,0.0,-25.911000000000058,0.0,0.0,-26.44799999999998,-17.079000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.55399999999963,-34.0
3,2,1.0,0.5,10,60,5.0,4.0,4.0,3.0,96.5,0.0,0.0,0.0,103.29799999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,-42.24300000000028,-94.44900000000018,-26.08800000000008,-96.11700000000019,0.0,0.0,96.5,103.29799999999989,0.0,-13.180000000000518,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.29799999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,0.0,0.0,0.0,-42.24300000000028,-69.84600000000012,-24.603000000000065,0.0,-26.08800000000008,0.0,0.0,0.0,-96.11700000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.50099999999918,-55.60000000000002
2,2,1.0,1.0,10,60,4.0,4.0,3.0,4.0,100.63299999999992,0.0,0.0,0.0,71.68799999999999,0.0,0.0,66.99999999999989,0.0,0.0,-37.34400000000005,68.0,99.63999999999999,-1.5560000000001537,-159.29200000000014,11.363999999999919,-31.796000000000163,0.0,0.0,100.63299999999992,138.68799999999987,30.65599999999995,0.4279999999996562,0.0,-17.16700000000003,117.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.68799999999999,0.0,0.0,0.0,0.0,0.0,0.0,66.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.475999999999999,-35.86800000000005,68.0,0.0,0.0,21.0,100.89999999999998,-22.25999999999999,-19.08000000000004,74.70000000000005,-57.17600000000016,-89.08400000000006,-32.208000000000084,-38.0,45.90000000000009,-34.53600000000017,0.0,-34.728000000000065,2.9319999999999027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.60899999999924,-47.09999999999991
3,2,0.5,1.0,10,60,4.0,5.0,3.0,4.0,-39.572,27.932000000000016,0.0,0.0,37.18799999999999,0.0,0.0,51.40000000000009,0.0,-16.90000000000009,-28.99599999999998,68.0,47.45200000000011,-16.925000000000182,-159.29200000000014,12.963999999999942,-3.296000000000163,0.0,0.0,-11.639999999999986,88.58800000000008,22.103999999999928,-65.52900000000022,0.0,-10.067000000000007,-29.504999999999995,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18799999999999,0.0,0.0,0.0,0.0,0.0,0.0,51.40000000000009,17.800000000000068,0.0,0.0,0.0,0.0,-27.300000000000068,0.0,10.399999999999977,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-26.687999999999988,97.30000000000007,-23.159999999999968,4.019999999999982,38.5,-59.445000000000164,-89.08400000000006,-32.208000000000084,-38.0,46.700000000000045,-33.736000000000104,0.0,-34.728000000000065,31.431999999999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.226999999999634,-47.09999999999991
3,3,1.0,1.0,10,60,4.0,5.0,4.0,3.0,-47.355999999999995,-58.23300000000006,0.0,0.0,72.49999999999989,0.0,0.0,75.0,0.0,0.0,-69.78600000000006,113.5,42.531999999999925,-74.89300000000026,-115.4580000000002,17.623000000000047,-94.12500000000011,0.0,0.0,-105.58900000000006,147.4999999999999,43.71399999999994,-79.5070000000004,0.0,-28.455999999999904,-18.90000000000009,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.49999999999989,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.192000000000007,-54.59400000000005,113.5,0.0,0.0,0.0,94.29999999999995,-51.76800000000003,-42.87400000000014,63.500000000000114,-95.51900000000023,-90.85500000000013,-24.603000000000065,0.0,44.90000000000009,-27.277000000000044,0.0,-26.04600000000005,-68.07900000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.00700000000074,-55.60000000000002
2,2,0.5,0.5,10,60,5.0,4.0,4.0,3.0,152.10000000000002,0.0,0.0,0.0,149.3979999999999,0.0,0.0,0.0,0.0,0.0,-68.80800000000022,120.0,178.7120000000001,-5.86400000000026,-94.44900000000018,-26.08800000000008,-96.11700000000019,0.0,0.0,152.10000000000002,149.3979999999999,51.19199999999978,52.31099999999958,0.0,39.89999999999998,112.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.3979999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.136000000000081,-54.67200000000014,120.0,0.0,0.0,0.0,109.70000000000005,69.01200000000006,-43.69900000000007,71.57799999999997,-33.743000000000166,-69.84600000000012,-24.603000000000065,0.0,-26.08800000000008,0.0,0.0,0.0,-96.11700000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.8839999999991,-55.60000000000002
3,2,0.5,0.5,10,60,5.0,5.0,4.0,4.0,13.199999999999932,27.932000000000016,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,-28.99599999999998,121.10000000000002,183.4000000000001,-98.78800000000012,-126.78399999999999,-34.08400000000006,-89.83200000000011,0.0,0.0,41.13199999999995,140.06399999999996,92.10400000000004,-76.25600000000009,0.0,39.89999999999998,-26.700000000000045,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872000000000071,-35.86800000000005,121.10000000000002,0.0,0.0,0.0,110.70000000000005,72.70000000000005,-86.66399999999999,79.39999999999998,-91.52400000000011,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.08400000000006,0.0,0.0,-54.700000000000045,-35.13200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.21199999999976,-59.30000000000007
2,2,1.0,1.0,10,60,4.0,5.0,4.0,4.0,-46.15600000000006,27.932000000000016,0.0,0.0,71.68799999999999,0.0,0.0,56.60000000000002,0.0,0.0,-33.696000000000026,68.0,35.635999999999854,-61.18800000000033,-159.29200000000014,11.363999999999919,-31.796000000000163,0.0,0.0,-18.224000000000046,128.288,34.303999999999974,-115.78800000000058,0.0,-27.255999999999972,-18.90000000000009,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.68799999999999,0.0,0.0,0.0,0.0,0.0,0.0,56.60000000000002,52.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1720000000000255,-35.86800000000005,68.0,0.0,0.0,-35.58400000000006,100.89999999999998,-29.680000000000064,-26.500000000000114,74.70000000000005,-109.38800000000026,-89.08400000000006,-32.208000000000084,-38.0,45.90000000000009,-34.53600000000017,0.0,-34.728000000000065,2.9319999999999027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.216000000000804,-47.09999999999991
2,2,1.0,0.5,10,60,5.0,5.0,4.0,4.0,96.5,0.0,0.0,0.0,93.96399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,-56.12400000000025,-126.78399999999999,-34.08400000000006,-89.83200000000011,0.0,0.0,96.5,93.96399999999994,0.0,-67.39200000000028,0.0,96.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96399999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.60000000000002,0.0,0.0,0.0,-56.12400000000025,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.08400000000006,0.0,0.0,-54.700000000000045,-35.13200000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.239999999999554,-59.30000000000007
2,3,1.0,0.5,10,60,4.0,5.0,4.0,3.0,-44.55600000000004,-58.23300000000006,0.0,0.0,129.09799999999996,0.0,0.0,44.299999999999955,0.0,0.0,-69.86400000000015,68.0,40.135999999999854,-37.98000000000047,-94.44900000000018,7.923000000000002,-108.21200000000022,0.0,0.0,-102.7890000000001,173.3979999999999,-1.8640000000001464,-54.69000000000074,0.0,-25.65599999999995,-18.90000000000009,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.09799999999996,0.0,0.0,0.0,0.0,0.0,0.0,-28.90000000000009,0.0,73.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.192000000000007,-54.67200000000014,68.0,0.0,0.0,-35.58400000000006,105.39999999999998,-29.680000000000064,-18.203000000000088,71.97799999999995,-91.75500000000034,-69.84600000000012,-24.603000000000065,0.0,34.30000000000007,-26.377000000000066,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.15700000000129,-42.39999999999998
3,2,0.5,0.5,10,60,5.0,4.0,4.0,3.0,152.10000000000002,0.0,0.0,0.0,149.3979999999999,0.0,0.0,0.0,0.0,0.0,-68.80800000000022,121.10000000000002,179.7120000000001,-5.86400000000026,-94.44900000000018,-26.08800000000008,-96.11700000000019,0.0,0.0,152.10000000000002,149.3979999999999,52.2919999999998,53.31099999999958,0.0,39.89999999999998,112.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.3979999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.136000000000081,-54.67200000000014,121.10000000000002,0.0,0.0,0.0,110.70000000000005,69.01200000000006,-43.69900000000007,71.57799999999997,-33.743000000000166,-69.84600000000012,-24.603000000000065,0.0,-26.08800000000008,0.0,0.0,0.0,-96.11700000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.9839999999991,-55.60000000000002
3,3,1.0,1.0,10,60,4.0,4.0,4.0,3.0,89.34400000000005,0.0,0.0,0.0,47.19999999999993,0.0,0.0,75.0,0.0,0.0,-73.37000000000012,113.5,45.531999999999925,-26.781000000000176,-115.4580000000002,17.623000000000047,-94.12500000000011,0.0,0.0,89.34400000000005,122.19999999999993,40.12999999999988,-28.395000000000323,0.0,-28.455999999999904,117.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.19999999999993,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.776000000000067,-54.59400000000005,113.5,0.0,0.0,0.0,94.29999999999995,-48.76800000000003,-42.87400000000014,63.500000000000114,-47.40700000000015,-90.85500000000013,-24.603000000000065,0.0,44.90000000000009,-27.277000000000044,0.0,-26.04600000000005,-68.07900000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.15399999999943,-55.60000000000002
3,3,0.5,0.5,10,60,4.0,5.0,3.0,3.0,-45.072,-58.23300000000006,0.0,0.0,94.59799999999996,0.0,0.0,35.700000000000045,0.0,-36.299999999999955,-65.1640000000001,68.0,41.264000000000124,11.582999999999743,-94.44900000000018,9.523000000000025,-94.1120000000002,0.0,0.0,-103.30500000000006,130.298,-33.464000000000055,-9.819000000000301,0.0,-15.567000000000007,-29.504999999999995,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.59799999999996,0.0,0.0,0.0,0.0,0.0,0.0,-2.7000000000000455,0.0,38.40000000000009,0.0,0.0,0.0,-55.10000000000002,0.0,18.800000000000068,0.0,-10.491999999999962,-54.67200000000014,68.0,0.0,0.0,-26.687999999999988,110.70000000000005,-42.747999999999934,12.317000000000007,35.777999999999906,-36.51200000000017,-69.84600000000012,-24.603000000000065,0.0,35.10000000000002,-25.576999999999998,0.0,-26.295000000000073,-67.81700000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.40200000000061,-41.39999999999998
3,3,0.5,0.5,10,60,4.0,5.0,4.0,3.0,-44.55600000000004,-58.23300000000006,0.0,0.0,94.59799999999996,0.0,0.0,35.700000000000045,0.0,-15.999999999999886,-65.1640000000001,68.0,24.94799999999998,8.13199999999972,-94.44900000000018,9.523000000000025,-94.1120000000002,0.0,0.0,-102.7890000000001,130.298,-13.163999999999987,-22.166000000000395,0.0,-25.65599999999995,-18.90000000000009,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.59799999999996,0.0,0.0,0.0,0.0,0.0,0.0,-2.7000000000000455,0.0,38.40000000000009,0.0,0.0,0.0,-34.799999999999955,0.0,18.800000000000068,0.0,-10.491999999999962,-54.67200000000014,68.0,0.0,0.0,-35.58400000000006,110.70000000000005,-50.168000000000006,4.8969999999999345,35.777999999999906,-32.54300000000012,-69.84600000000012,-24.603000000000065,0.0,35.10000000000002,-25.576999999999998,0.0,-26.295000000000073,-67.81700000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.93300000000067,-42.39999999999998
3,2,1.0,1.0,10,60,4.0,5.0,3.0,4.0,-46.4380000000001,27.932000000000016,0.0,0.0,37.18799999999999,0.0,0.0,78.39999999999998,0.0,0.0,-33.696000000000026,113.5,78.84000000000003,-46.515000000000214,-159.29200000000014,9.463999999999942,-31.796000000000163,0.0,0.0,-18.506000000000085,115.58799999999997,79.80399999999997,-67.23100000000034,0.0,-17.16700000000003,-29.271000000000072,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18799999999999,0.0,0.0,0.0,0.0,0.0,0.0,78.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1720000000000255,-35.86800000000005,113.5,0.0,0.0,0.0,103.60000000000002,-24.75999999999999,-19.08000000000004,74.70000000000005,-102.13500000000022,-89.08400000000006,-32.208000000000084,-38.0,44.90000000000009,-35.43600000000015,0.0,-34.728000000000065,2.9319999999999027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.85899999999936,-47.09999999999991
2,2,1.0,1.0,10,60,5.0,4.0,4.0,3.0,94.89999999999998,0.0,0.0,0.0,84.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.10000000000002,-46.007000000000176,-115.4580000000002,-25.911000000000058,-43.527000000000044,0.0,0.0,94.89999999999998,84.79999999999995,0.0,-21.267000000000394,0.0,94.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.10000000000002,0.0,0.0,0.0,-46.007000000000176,-90.85500000000013,-24.603000000000065,0.0,-25.911000000000058,0.0,0.0,-26.44799999999998,-17.079000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.9059999999995,-32.90000000000009
2,2,0.5,0.5,10,60,5.0,5.0,4.0,3.0,13.199999999999932,-58.23300000000006,0.0,0.0,182.49799999999993,0.0,0.0,0.0,0.0,0.0,-65.1640000000001,120.0,89.2120000000001,-49.76400000000024,-94.44900000000018,-25.562999999999988,-108.21200000000022,0.0,0.0,-45.03300000000013,182.49799999999993,54.8359999999999,-80.5640000000003,0.0,39.89999999999998,-26.700000000000045,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.49799999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.491999999999962,-54.67200000000014,120.0,0.0,0.0,0.0,109.70000000000005,-20.487999999999943,-43.69900000000007,71.57799999999997,-77.64300000000014,-69.84600000000012,-24.603000000000065,0.0,-25.562999999999988,0.0,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5249999999991815,-41.39999999999998
2,3,1.0,1.0,10,60,5.0,4.0,3.0,3.0,93.70000000000005,0.0,0.0,0.0,88.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,-46.007000000000176,-115.4580000000002,-25.911000000000058,-43.527000000000044,0.0,0.0,93.70000000000005,88.99999999999989,0.0,-30.567000000000462,0.0,93.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.99999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.79999999999995,0.0,0.0,0.0,-46.007000000000176,-90.85500000000013,-24.603000000000065,0.0,-25.911000000000058,0.0,0.0,-26.44799999999998,-17.079000000000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.60599999999943,-32.90000000000009
2,3,0.5,0.5,10,60,4.0,5.0,3.0,4.0,-49.27200000000005,27.932000000000016,0.0,0.0,52.16399999999999,0.0,0.0,29.100000000000023,0.0,4.899999999999977,-28.99599999999998,68.0,59.85200000000009,-2.117000000000189,-126.78399999999999,1.363999999999919,-84.03200000000004,0.0,0.0,-21.340000000000032,81.26400000000001,43.903999999999996,-45.42500000000018,0.0,-19.767000000000053,-29.504999999999995,0.0,27.932000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16399999999999,0.0,0.0,0.0,0.0,0.0,0.0,-9.300000000000068,0.0,38.40000000000009,0.0,0.0,0.0,4.899999999999977,0.0,0.0,0.0,6.872000000000071,-35.86800000000005,68.0,0.0,0.0,-26.687999999999988,109.70000000000005,-23.159999999999968,5.076000000000022,43.19999999999993,-50.39300000000014,-93.28800000000001,-32.21600000000001,-33.49599999999998,35.10000000000002,-33.736000000000104,0.0,-56.799999999999955,-27.232000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.629000000000246,-67.60000000000002
3,2,1.0,1.0,10,60,4.0,4.0,4.0,4.0,90.54399999999998,0.0,0.0,0.0,37.18799999999999,0.0,0.0,78.39999999999998,0.0,0.0,-37.34400000000005,113.5,71.41999999999996,-8.976000000000226,-159.29200000000014,9.463999999999942,-31.796000000000163,0.0,0.0,90.54399999999998,115.58799999999997,76.15599999999995,-29.69200000000035,0.0,-27.255999999999972,117.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.18799999999999,0.0,0.0,0.0,0.0,0.0,0.0,78.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.475999999999999,-35.86800000000005,113.5,0.0,0.0,0.0,103.60000000000002,-32.180000000000064,-26.500000000000114,74.70000000000005,-57.17600000000016,-89.08400000000006,-32.208000000000084,-38.0,44.90000000000009,-35.43600000000015,0.0,-34.728000000000065,2.9319999999999027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.7999999999994,-47.09999999999991
2,3,0.5,0.5,10,60,5.0,5.0,4.0,3.0,13.199999999999932,-58.23300000000006,0.0,0.0,182.49799999999993,0.0,0.0,0.0,0.0,0.0,-65.1640000000001,120.0,89.2120000000001,28.911999999999807,-94.44900000000018,-25.562999999999988,-108.21200000000022,0.0,0.0,-45.03300000000013,182.49799999999993,54.8359999999999,-1.888000000000261,0.0,39.89999999999998,-26.700000000000045,0.0,-58.23300000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.49799999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.491999999999962,-54.67200000000014,120.0,0.0,0.0,0.0,109.70000000000005,-20.487999999999943,34.577,71.97799999999995,-77.64300000000014,-69.84600000000012,-24.603000000000065,0.0,-25.562999999999988,0.0,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.20099999999923,-41.39999999999998
2,3,1.0,0.5,10,60,4.0,4.0,3.0,3.0,104.43299999999999,0.0,0.0,0.0,95.99799999999993,0.0,0.0,-54.56500000000017,-25.071000000000026,-2.5,-73.50800000000027,68.0,106.33999999999992,21.651999999999703,-94.44900000000018,25.423000000000002,-108.21200000000022,0.0,0.0,104.43299999999999,41.432999999999765,-33.07900000000029,81.22599999999943,0.0,-15.567000000000007,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.99799999999993,0.0,0.0,0.0,0.0,0.0,0.0,-28.90000000000009,0.0,-25.665000000000077,-25.071000000000026,0.0,0.0,-26.399999999999977,0.0,23.899999999999977,0.0,-18.836000000000126,-54.67200000000014,68.0,0.0,0.0,23.199999999999932,105.39999999999998,-22.25999999999999,-10.783000000000015,71.97799999999995,-39.543000000000234,-69.84600000000012,-24.603000000000065,0.0,51.80000000000007,-26.377000000000066,0.0,-26.295000000000073,-81.91700000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.80099999999868,-41.39999999999998
3,3,0.5,0.5,10,60,5.0,4.0,3.0,4.0,152.10000000000002,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,-32.644000000000005,121.10000000000002,183.4000000000001,59.11199999999985,-126.78399999999999,-34.78399999999999,-71.93200000000002,0.0,0.0,152.10000000000002,140.06399999999996,88.45600000000002,80.94399999999996,0.0,39.89999999999998,112.20000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.06399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2240000000000464,-35.86800000000005,121.10000000000002,0.0,0.0,0.0,110.70000000000005,72.70000000000005,27.336000000000013,79.39999999999998,-47.62400000000014,-93.28800000000001,-32.21600000000001,-33.49599999999998,-34.78399999999999,0.0,0.0,0.0,-71.93200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.63199999999995,-41.60000000000002
